loss_dB_total,p_d,rate
12.244897959183675,3.162277660168379e-06,0.00018887394034489258
12.244897959183675,4.641588833612773e-06,0.00018740576720826596
12.244897959183675,6.8129206905796085e-06,0.0001852605702447978
12.244897959183675,1e-05,0.00018213238638429484
13.46938775510204,1e-09,0.0001664355886474672
13.46938775510204,1.4677992676220676e-09,0.00016643511954280219
13.46938775510204,2.1544346900318866e-09,0.00016643443099250546
13.46938775510204,3.1622776601683795e-09,0.00016643342034145485
13.46938775510204,4.641588833612773e-09,0.00016643193691413794
13.46938775510204,6.812920690579622e-09,0.00016642975955256876
13.46938775510204,1e-08,0.00016642656364861274
13.46938775510204,1.4677992676220675e-08,0.00016642187275863968
13.46938775510204,2.1544346900318822e-08,0.00016641498759333622
13.46938775510204,3.162277660168379e-08,0.00016640488181035774
13.46938775510204,4.641588833612773e-08,0.0001663900491043931
13.46938775510204,6.812920690579608e-08,0.00016636827886465805
13.46938775510204,1e-07,0.0001663363270968551
13.46938775510204,1.4677992676220674e-07,0.00016628943385865857
13.46938775510204,2.1544346900318822e-07,0.00016622061593198162
13.46938775510204,3.162277660168379e-07,0.0001661196307140576
13.46938775510204,4.6415888336127725e-07,0.00016597145993681777
13.46938775510204,6.812920690579608e-07,0.00016575409375062556
13.46938775510204,1e-06,0.0001654352988782166
13.46938775510204,1.4677992676220675e-06,0.000164967918896467
13.46938775510204,2.1544346900318822e-06,0.0001642830690214735
13.46938775510204,3.162277660168379e-06,0.0001632803425342529
13.46938775510204,4.641588833612773e-06,0.00016181384007949874
13.46938775510204,6.8129206905796085e-06,0.0001596724868547535
13.46938775510204,1e-05,0.00015655277856948074
14.693877551020408,1e-09,0.00014429149488962112
14.693877551020408,1.4677992676220676e-09,0.00014429102564395794
14.693877551020408,2.1544346900318866e-09,0.00014429033688688182
14.693877551020408,3.1622776601683795e-09,0.00014428932593271593
14.693877551020408,4.641588833612773e-09,0.00014428784206132973
14.693877551020408,6.812920690579622e-09,0.0001442856640497732
14.693877551020408,1e-08,0.00014428246719568426
14.693877551020408,1.4677992676220675e-08,0.0001442777749195372
14.693877551020408,2.1544346900318822e-08,0.00014427088773778535
14.693877551020408,3.162277660168379e-08,0.0001442607790342042
14.693877551020408,4.641588833612773e-08,0.00014424594212567637
14.693877551020408,6.812920690579608e-08,0.00014422416589895192
14.693877551020408,1e-07,0.00014419220573426273
14.693877551020408,1.4677992676220674e-07,0.00014414530101223826
